timestamp,ticker,close,open,high,low
2002-05-23,NETFLIX,1.196429,1.156429,1.242857,1.145714
2002-05-24,NETFLIX,1.21,1.214286,1.225,1.197143
2002-05-28,NETFLIX,1.157143,1.213571,1.232143,1.157143
2002-05-29,NETFLIX,1.103571,1.164286,1.164286,1.085714
2002-05-30,NETFLIX,1.071429,1.107857,1.107857,1.071429
2002-05-31,NETFLIX,1.076429,1.078571,1.078571,1.071429
2002-06-03,NETFLIX,1.128571,1.08,1.149286,1.076429
2002-06-04,NETFLIX,1.117857,1.135714,1.14,1.110714
2002-06-05,NETFLIX,1.147143,1.110714,1.159286,1.107143
2002-06-06,NETFLIX,1.182143,1.15,1.232143,1.148571
2002-06-07,NETFLIX,1.118571,1.177857,1.177857,1.103571
2002-06-10,NETFLIX,1.156429,1.135,1.175,1.134286
2002-06-11,NETFLIX,1.153571,1.156429,1.188571,1.128571
2002-06-12,NETFLIX,1.092857,1.153571,1.182143,1.089286
2002-06-13,NETFLIX,1.082857,1.104286,1.122143,1.08
2002-06-14,NETFLIX,0.986429,1.082143,1.085714,0.98
2002-06-17,NETFLIX,0.922143,1.013571,1.059286,0.917857
2002-06-18,NETFLIX,0.910714,0.938571,0.939286,0.842143
2002-06-19,NETFLIX,0.951429,0.911429,0.996429,0.892857
2002-06-20,NETFLIX,0.957143,0.971429,1.04,0.95
2002-06-21,NETFLIX,0.979286,0.982143,0.989286,0.947857
2002-06-24,NETFLIX,0.978571,0.979286,1.014286,0.957143
2002-06-25,NETFLIX,0.964286,0.988571,1.007143,0.947143
2002-06-26,NETFLIX,0.988571,0.963571,0.996429,0.921429
2002-06-27,NETFLIX,0.943571,1.009286,1.018571,0.942857
2002-06-28,NETFLIX,0.999286,0.960714,1.013571,0.960714
2002-07-01,NETFLIX,1.027857,1.0,1.046429,0.992857
2002-07-02,NETFLIX,1.172857,1.053571,1.195,1.039286
2002-07-03,NETFLIX,1.214286,1.178571,1.214286,1.117857
2002-07-05,NETFLIX,1.276429,1.214286,1.299286,1.213571
2002-07-08,NETFLIX,1.175714,1.252143,1.252143,1.167857
2002-07-09,NETFLIX,1.160714,1.175,1.196429,1.114286
2002-07-10,NETFLIX,1.163571,1.161429,1.178571,1.132143
2002-07-11,NETFLIX,1.269286,1.154286,1.278571,1.132857
2002-07-12,NETFLIX,1.207857,1.278571,1.28,1.207143
2002-07-15,NETFLIX,1.142857,1.242857,1.248571,1.076429
2002-07-16,NETFLIX,1.126429,1.152857,1.157143,1.104286
2002-07-17,NETFLIX,1.089286,1.145,1.163571,1.075714
2002-07-18,NETFLIX,1.149286,1.117143,1.166429,1.110714
2002-07-19,NETFLIX,1.16,1.152857,1.160714,1.122143
2002-07-22,NETFLIX,1.170714,1.135714,1.179286,1.115
2002-07-23,NETFLIX,1.146429,1.176429,1.213571,1.130714
2002-07-24,NETFLIX,1.114286,1.146429,1.159286,1.074286
2002-07-25,NETFLIX,1.036429,1.125,1.127857,1.035
2002-07-26,NETFLIX,0.871429,1.05,1.058571,0.85
2002-07-29,NETFLIX,0.876429,0.896429,0.924286,0.85
2002-07-30,NETFLIX,0.914286,0.893571,0.942857,0.893571
2002-07-31,NETFLIX,0.953571,0.928571,0.96,0.905714
2002-08-01,NETFLIX,0.891429,0.95,0.96,0.877857
2002-08-02,NETFLIX,0.777857,0.886429,0.887857,0.706429
2002-08-05,NETFLIX,0.775,0.778571,0.812857,0.760714
2002-08-06,NETFLIX,0.760714,0.795714,0.803571,0.742857
2002-08-07,NETFLIX,0.793571,0.760714,0.793571,0.742857
2002-08-08,NETFLIX,0.796429,0.796429,0.803571,0.750714
2002-08-09,NETFLIX,0.787143,0.798571,0.821429,0.778571
2002-08-12,NETFLIX,0.757143,0.802857,0.807143,0.753571
2002-08-13,NETFLIX,0.772857,0.767857,0.805,0.754286
2002-08-14,NETFLIX,0.833571,0.775714,0.833571,0.771429
2002-08-15,NETFLIX,0.882857,0.837143,0.910714,0.832857
2002-08-16,NETFLIX,0.912857,0.892857,0.924286,0.857143
2002-08-19,NETFLIX,0.982143,0.925,0.984286,0.917857
2002-08-20,NETFLIX,0.946429,0.985,0.993571,0.921429
2002-08-21,NETFLIX,0.968571,0.952857,0.971429,0.918571
2002-08-22,NETFLIX,0.983571,0.973571,0.999286,0.929286
2002-08-23,NETFLIX,0.993571,0.993571,0.996429,0.967857
2002-08-26,NETFLIX,0.967857,0.996429,0.996429,0.937857
2002-08-27,NETFLIX,0.873571,0.967857,0.967857,0.857857
2002-08-28,NETFLIX,0.864286,0.861429,0.89,0.825
2002-08-29,NETFLIX,0.903571,0.832857,0.922143,0.824286
2002-08-30,NETFLIX,0.936429,0.914286,0.962857,0.894286
2002-09-03,NETFLIX,0.925,0.936429,0.963571,0.913571
2002-09-04,NETFLIX,0.928571,0.925714,0.945714,0.907857
2002-09-05,NETFLIX,0.917857,0.917857,0.935714,0.910714
2002-09-06,NETFLIX,0.914286,0.927857,0.935714,0.910714
2002-09-09,NETFLIX,0.901429,0.919286,0.925,0.892857
2002-09-10,NETFLIX,0.945,0.900714,0.95,0.889286
2002-09-11,NETFLIX,0.961429,0.938571,0.976429,0.938571
2002-09-12,NETFLIX,0.925,0.962857,0.967143,0.914286
2002-09-13,NETFLIX,0.878571,0.921429,0.927143,0.864286
2002-09-16,NETFLIX,0.857143,0.892143,0.892143,0.852857
2002-09-17,NETFLIX,0.83,0.863571,0.864286,0.825
2002-09-18,NETFLIX,0.787857,0.836429,0.841429,0.785
2002-09-19,NETFLIX,0.724286,0.785,0.785714,0.717857
2002-09-20,NETFLIX,0.707857,0.753571,0.767857,0.7
2002-09-23,NETFLIX,0.711429,0.714286,0.732143,0.705714
2002-09-24,NETFLIX,0.717857,0.711429,0.725,0.689286
2002-09-25,NETFLIX,0.732143,0.724286,0.75,0.707857
2002-09-26,NETFLIX,0.782857,0.748571,0.782857,0.728571
2002-09-27,NETFLIX,0.72,0.776429,0.784286,0.712143
2002-09-30,NETFLIX,0.692857,0.707143,0.721429,0.689286
2002-10-01,NETFLIX,0.678571,0.709286,0.71,0.660714
2002-10-02,NETFLIX,0.578571,0.688571,0.688571,0.560714
2002-10-03,NETFLIX,0.517857,0.569286,0.57,0.489286
2002-10-04,NETFLIX,0.468571,0.517857,0.531429,0.447143
2002-10-07,NETFLIX,0.412143,0.45,0.458571,0.382143
2002-10-08,NETFLIX,0.405,0.410714,0.427857,0.390714
2002-10-09,NETFLIX,0.372857,0.41,0.410714,0.347143
2002-10-10,NETFLIX,0.506429,0.377857,0.525,0.346429
2002-10-11,NETFLIX,0.470714,0.508571,0.528571,0.446429
2002-10-14,NETFLIX,0.534286,0.464286,0.535,0.463571
2002-10-15,NETFLIX,0.55,0.542857,0.585714,0.542143
2002-10-16,NETFLIX,0.459286,0.529286,0.532857,0.442857
2002-10-17,NETFLIX,0.55,0.472143,0.585714,0.471429
2002-10-18,NETFLIX,0.682857,0.585714,0.735714,0.585714
2002-10-21,NETFLIX,0.636429,0.638571,0.664286,0.608571
2002-10-22,NETFLIX,0.625,0.635714,0.643571,0.617857
2002-10-23,NETFLIX,0.589286,0.625,0.625,0.585714
2002-10-24,NETFLIX,0.579286,0.606429,0.606429,0.553571
2002-10-25,NETFLIX,0.642857,0.58,0.685,0.567857
2002-10-28,NETFLIX,0.685714,0.664286,0.707143,0.65
2002-10-29,NETFLIX,0.657143,0.675,0.678571,0.632857
2002-10-30,NETFLIX,0.641429,0.663571,0.665714,0.635714
2002-10-31,NETFLIX,0.640714,0.636429,0.642857,0.623571
2002-11-01,NETFLIX,0.638571,0.628571,0.642857,0.607143
2002-11-04,NETFLIX,0.671429,0.642857,0.702857,0.639286
2002-11-05,NETFLIX,0.651429,0.672143,0.676429,0.650714
2002-11-06,NETFLIX,0.629286,0.664286,0.664286,0.612857
2002-11-07,NETFLIX,0.592857,0.632143,0.637857,0.592857
2002-11-08,NETFLIX,0.610714,0.605,0.612857,0.553571
2002-11-11,NETFLIX,0.600714,0.607143,0.607143,0.585714
2002-11-12,NETFLIX,0.577857,0.6,0.614286,0.572143
2002-11-13,NETFLIX,0.641429,0.579286,0.642857,0.555714
2002-11-14,NETFLIX,0.618571,0.642857,0.645,0.618571
2002-11-15,NETFLIX,0.65,0.642143,0.653571,0.589286
2002-11-18,NETFLIX,0.778571,0.648571,0.780714,0.625
2002-11-19,NETFLIX,0.664286,0.72,0.720714,0.623571
