timestamp,ticker,close,open,high,low
2012-05-18,FACEBOOK,38.23,42.049999,45.0,38.0
2012-05-21,FACEBOOK,34.029999,36.529999,36.66,33.0
2012-05-22,FACEBOOK,31.0,32.610001,33.59,30.940001
2012-05-23,FACEBOOK,32.0,31.370001,32.5,31.360001
2012-05-24,FACEBOOK,33.029999,32.950001,33.209999,31.77
2012-05-25,FACEBOOK,31.91,32.900002,32.950001,31.110001
2012-05-29,FACEBOOK,28.84,31.48,31.690001,28.65
2012-05-30,FACEBOOK,28.190001,28.700001,29.549999,27.860001
2012-05-31,FACEBOOK,29.6,28.549999,29.67,26.83
2012-06-01,FACEBOOK,27.719999,28.889999,29.15,27.389999
2012-06-04,FACEBOOK,26.9,27.200001,27.65,26.440001
2012-06-05,FACEBOOK,25.870001,26.700001,27.76,25.75
2012-06-06,FACEBOOK,26.809999,26.07,27.17,25.52
2012-06-07,FACEBOOK,26.309999,27.0,27.35,26.15
2012-06-08,FACEBOOK,27.1,26.549999,27.76,26.440001
2012-06-11,FACEBOOK,27.01,27.18,28.07,26.84
2012-06-12,FACEBOOK,27.4,27.48,27.77,26.959999
2012-06-13,FACEBOOK,27.27,27.66,28.1,27.1
2012-06-14,FACEBOOK,28.290001,27.65,28.32,27.379999
2012-06-15,FACEBOOK,30.01,28.51,30.1,28.35
2012-06-18,FACEBOOK,31.41,29.959999,32.080002,29.41
2012-06-19,FACEBOOK,31.91,31.540001,32.18,30.700001
2012-06-20,FACEBOOK,31.6,31.92,31.93,31.15
2012-06-21,FACEBOOK,31.84,31.67,32.5,31.51
2012-06-22,FACEBOOK,33.049999,32.41,33.450001,32.060001
2012-06-25,FACEBOOK,32.060001,32.860001,33.02,31.549999
2012-06-26,FACEBOOK,33.099998,32.689999,33.439999,32.5
2012-06-27,FACEBOOK,32.23,32.459999,32.900002,31.9
2012-06-28,FACEBOOK,31.360001,31.959999,32.189999,30.9
2012-06-29,FACEBOOK,31.1,31.92,31.99,30.76
2012-07-02,FACEBOOK,30.77,31.25,31.73,30.549999
2012-07-03,FACEBOOK,31.200001,30.91,31.440001,30.799999
2012-07-05,FACEBOOK,31.469999,31.32,31.629999,31.02
2012-07-06,FACEBOOK,31.73,31.440001,31.9,31.26
2012-07-09,FACEBOOK,32.169998,32.099998,32.880001,31.99
2012-07-10,FACEBOOK,31.469999,32.43,32.48,31.16
2012-07-11,FACEBOOK,30.969999,31.48,31.559999,30.549999
2012-07-12,FACEBOOK,30.809999,30.700001,31.4,30.6
2012-07-13,FACEBOOK,30.719999,31.040001,31.07,30.559999
2012-07-16,FACEBOOK,28.25,30.5,30.5,28.209999
2012-07-17,FACEBOOK,28.09,28.48,28.59,27.15
2012-07-18,FACEBOOK,29.110001,28.309999,29.290001,28.15
2012-07-19,FACEBOOK,29.0,29.41,29.5,28.629999
2012-07-20,FACEBOOK,28.76,29.0,29.469999,28.719999
2012-07-23,FACEBOOK,28.75,28.120001,29.0,28.01
2012-07-24,FACEBOOK,28.450001,28.82,29.450001,28.1
2012-07-25,FACEBOOK,29.34,28.389999,29.49,28.08
2012-07-26,FACEBOOK,26.85,27.75,28.23,26.73
2012-07-27,FACEBOOK,23.709999,23.190001,24.540001,22.280001
2012-07-30,FACEBOOK,23.15,24.0,24.040001,23.030001
2012-07-31,FACEBOOK,21.709999,23.370001,23.370001,21.610001
2012-08-01,FACEBOOK,20.879999,21.5,21.58,20.84
2012-08-02,FACEBOOK,20.040001,20.77,20.84,19.82
2012-08-03,FACEBOOK,21.09,20.360001,22.16,19.9
2012-08-06,FACEBOOK,21.92,21.389999,22.15,21.299999
2012-08-07,FACEBOOK,20.719999,22.200001,22.450001,20.5
2012-08-08,FACEBOOK,20.719999,20.709999,21.15,20.219999
2012-08-09,FACEBOOK,21.01,20.75,21.17,20.610001
2012-08-10,FACEBOOK,21.809999,21.41,21.82,21.129999
2012-08-13,FACEBOOK,21.6,22.15,22.450001,21.4
2012-08-14,FACEBOOK,20.379999,21.41,21.6,20.25
2012-08-15,FACEBOOK,21.200001,20.639999,21.41,20.4
2012-08-16,FACEBOOK,19.870001,20.440001,20.48,19.690001
2012-08-17,FACEBOOK,19.049999,20.01,20.08,19.0
2012-08-20,FACEBOOK,20.01,19.049999,20.129999,18.75
2012-08-21,FACEBOOK,19.16,19.58,19.98,19.09
2012-08-22,FACEBOOK,19.440001,19.360001,19.530001,18.959999
2012-08-23,FACEBOOK,19.440001,19.5,19.73,19.360001
2012-08-24,FACEBOOK,19.41,19.52,19.68,19.25
2012-08-27,FACEBOOK,19.15,19.49,19.530001,19.1
2012-08-28,FACEBOOK,19.34,19.1,19.379999,18.950001
2012-08-29,FACEBOOK,19.1,19.32,19.379999,19.07
2012-08-30,FACEBOOK,19.09,19.27,19.450001,19.059999
2012-08-31,FACEBOOK,18.059999,18.68,18.700001,18.030001
2012-09-04,FACEBOOK,17.73,18.08,18.27,17.549999
2012-09-05,FACEBOOK,18.58,18.27,18.75,18.18
2012-09-06,FACEBOOK,18.959999,18.74,19.26,18.719999
2012-09-07,FACEBOOK,18.98,19.1,19.42,18.780001
2012-09-10,FACEBOOK,18.809999,19.059999,19.200001,18.549999
2012-09-11,FACEBOOK,19.43,18.92,19.58,18.85
2012-09-12,FACEBOOK,20.93,20.76,21.16,20.280001
2012-09-13,FACEBOOK,20.709999,20.959999,21.48,20.610001
2012-09-14,FACEBOOK,22.0,21.129999,22.08,20.9
2012-09-17,FACEBOOK,21.52,22.67,22.75,21.5
2012-09-18,FACEBOOK,21.870001,21.6,21.98,21.370001
2012-09-19,FACEBOOK,23.290001,21.99,23.370001,21.77
